id,kayapo,ingles,linha_original
1528,Kôkôti ne 'ã ngryk.,Kôkôti got angry,Kôkôti ne 'ã ngryk.	Kôkôti got angry
1529,Kôkôti ne 'ã karõ.,Kôkôti planned it.,Kôkôti ne 'ã karõ.	Kôkôti planned it.
1530,Kôkôti ne 'ã ku'uw.,Kôkôti asked for it.,Kôkôti ne 'ã ku'uw.	Kôkôti asked for it.
1531,Kôkôti ne 'ã kuta.,Kôkôti open it.,Kôkôti ne 'ã kuta.	Kôkôti open it.
1532,Kôkôti ne 'ã kudja.,Kôkôti threw it for him.,Kôkôti ne 'ã kudja.	Kôkôti threw it for him.
1533,Mỳj me'õ ne ga o akamy? Who do you call,brother?,Mỳj me'õ ne ga o akamy? Who do you call brother?
1534,Mỳj me'õ ne ba o nã? Who do I call,mother?,Mỳj me'õ ne ba o nã? Who do I call mother?
1535,Mỳj me'õ ne Kôkôti o bãm? Who does Kôkôti call,father?,Mỳj me'õ ne Kôkôti o bãm? Who does Kôkôti call father?
1536,Mỳj me'õ ne ga o akamy? Who do you call,brother?,Mỳj me'õ ne ga o akamy? Who do you call brother?
1537,Kôkôti ne ba ije o ikamy.,I call Kôkôti my brother,Kôkôti ne ba ije o ikamy.	 I call Kôkôti my brother
1538,Kôkôti ne ba ije o inã.,I call Kôkôti my mother,Kôkôti ne ba ije o inã.	 I call Kôkôti my mother
1539,Kôkôti ne ba ije o ibãm.,I call Kôkôti my father,Kôkôti ne ba ije o ibãm.	 I call Kôkôti my father
1540,Mỳj ne ga Kôkôti o? How do you call,Kôkôti?,Mỳj ne ga Kôkôti o? How do you call Kôkôti?
1541,Mỳj ne ba Kôkôti o? How do I call,Kôkôti?,Mỳj ne ba Kôkôti o? How do I call Kôkôti?
1542,Ije o ibãm. I call him my,father,Ije o ibãm. I call him my father
1543,Aje o abãm. You call him my,father,Aje o abãm. You call him my father
1544,Kute o bãm. He calls him my,father,Kute o bãm. He calls him my father
1545,Nhym nã tẽ? Who was,it?,Nhym nã tẽ? Who was it?
1546,Ba ne ba tẽ I went,myself,Ba ne ba tẽ I went myself
1547,Ba ne ba bôx,I arrived myself,Ba ne ba bôx		I arrived myself
1548,Ba ne ba ikabẽn,I told it myself,Ba ne ba ikabẽn		I told it myself
1549,Ba ne ba kubĩ,I killed him myself,Ba ne ba kubĩ		I killed him myself
1550,Ba ne ba idjàpênh,I worked myself,Ba ne ba idjàpênh		I worked myself
1551,Ba ne ba karê,I weeded it myself,Ba ne ba karê		I weeded it myself
1552,Ba ajbit ne ba tẽ.,Only I went,Ba ajbit ne ba tẽ.	Only I went
1553,Ba ajbit ne ba bôx.,Only I arrived,Ba ajbit ne ba bôx.	Only I arrived
1554,Ba ajbit ne ba ikabẽn.,Only I spoke,Ba ajbit ne ba ikabẽn.	Only I spoke
1555,Ba ajbit ne ba kubĩ.,Only I killed him,Ba ajbit ne ba kubĩ.	Only I killed him
1556,Ba ajbit ne ba idjàpênh.,Only I worked,Ba ajbit ne ba idjàpênh.	Only I worked
1557,Ba ajbit ne ba karê.,Only I weeded,Ba ajbit ne ba karê.	Only I weeded
1558,Ba ajbit ne ba bôx.,Only I arrived,Ba ajbit ne ba bôx.	Only I arrived
1559,"Bar tẽ, ga kam bôx. We went and you",arrived.,"Bar tẽ, ga kam bôx. We went and you arrived."
1560,"Ga tẽ, bar kam bôx. You went and we",arrived.,"Ga tẽ, bar kam bôx. You went and we arrived."
1561,"Ba me tẽ, gar kam bôx.",We all went and you all arrived.,"Ba me tẽ, gar kam bôx.	We all went and you all arrived."
1562,"Ga me tẽ, ba me kam bôx.",You all went and we all arrived.,"Ga me tẽ, ba me kam bôx.		You all went and we all arrived."
1563,"Gar tẽ, ba me kam bôx.",You went and we all arrived.,"Gar tẽ, ba me kam bôx.	You went and we all arrived."
1564,Bar tẽ nhym kam bôx.,We went than he arrived,Bar tẽ nhym kam bôx.		We went than he arrived
1565,Ba me tẽ nhym kam bẽnjadjwỳr bôx.,We all went than the boss arrived,Ba me tẽ nhym kam bẽnjadjwỳr bôx.		We all went than the boss arrived
1566,Gar tẽ nhym kam ar bôx.,You went than they arrived,Gar tẽ nhym kam ar bôx.		You went than they arrived
1567,Gar tẽ nhym kam mànkà bôx.,You went than the airplane arrived,Gar tẽ nhym kam mànkà bôx.		You went than the airplane arrived
1568,"Nhym kam me'õja, mak kute kanhwỳrja, àmra o nõ. Then that one — the one who was stung by the scorpion — lay down",groaning,"Nhym kam me'õja, mak kute kanhwỳrja, àmra o nõ. Then that one — the one who was stung by the scorpion — lay down groaning"
1569,"Nhym kam me'õja, ropre kute nhãnhja, àmra o nõ. Then that one — the one who was bitten by the dog — lay down",groaning,"Nhym kam me'õja, ropre kute nhãnhja, àmra o nõ. Then that one — the one who was bitten by the dog — lay down groaning"
1570,"Nhym kam me'õja, ropkrori kute nhãnhja, àmra o nõ. Then that one — the one who was bitten by the ounce — lay down",groaning,"Nhym kam me'õja, ropkrori kute nhãnhja, àmra o nõ. Then that one — the one who was bitten by the ounce — lay down groaning"
1571,"Nhym kam me'õja, mĩ kute nhãnhja, àmra o nõ. Then that one — the one who was bitten by the alligator — lay down",groaning,"Nhym kam me'õja, mĩ kute nhãnhja, àmra o nõ. Then that one — the one who was bitten by the alligator — lay down groaning"
1572,Nhym me'õ abatànhja me totokbê tẽn bôx. Then that one,the big one - arrived soon after us.,Nhym me'õ abatànhja me totokbê tẽn bôx. Then that one - the big one - arrived soon after us.
1573,Nhym me'õ prêkja me totokbê tẽn bôx. Then that one,the tall one - arrived soon after us.,Nhym me'õ prêkja me totokbê tẽn bôx. Then that one - the tall one - arrived soon after us.
1574,Nhym me'õ katykja me totokbê tẽn bôx. Then that one,the tired one - arrived soon after us.,Nhym me'õ katykja me totokbê tẽn bôx. Then that one - the tired one - arrived soon after us.
1575,Nhym me'õ partãtãkja me totokbê tẽn bôx. Then that one,the one whose feet was hurting - arrived soon after us.,Nhym me'õ partãtãkja me totokbê tẽn bôx. Then that one - the one whose feet was hurting - arrived soon after us.
1576,Tô be,then,Tô be	 then
1577,Tô be,Are you seeing it?,Tô be	 Are you seeing it?
1578,be,then,be	 then
1579,be,Are you seeing it?,be	 Are you seeing it?
1580,Tuka,then,Tuka		then
1581,Tuka,Are you seeing it?,Tuka		Are you seeing it?
1582,tukwa,then,tukwa	 then
1583,tukwa,Are you seeing it?,tukwa	 Are you seeing it?
1584,Je tô mỳj nã,What's it!,Je tô mỳj nã		What's it!
1585,Djô mỳj nã,What's it!,Djô mỳj nã	What's it!
1586,Wajre,expression,Wajre	 expression
1587,Djuk wajre,expression,Djuk wajre	expression
1588,Bep,but...,Bep but...
1589,Kwep,but...,Kwep		but...
1590,Kapôt kukritmã ne ba tẽ.,I went to the plateau.,Kapôt kukritmã ne ba tẽ.		I went to the plateau.
1591,Inhõ kritteo tẽ.,I took my dogs.,Inhõ kritteo tẽ.		I took my dogs.
1592,Nhym kam pàtjao mõn o dja.,The the dogs were behind an anteater and cornered him.,Nhym kam pàtjao mõn o dja.	The the dogs were behind an anteater and cornered him.
1593,Ba kam kubĩ.,Then I killed him.,Ba kam kubĩ.		Then I killed him.
1594,Ne kam akubyn kutuno mõno bôx.,After I come back carrying him in my back and arrived.,Ne kam akubyn kutuno mõno bôx.	After I come back carrying him in my back and arrived.
1595,"Nhym kam me imã,",Then the other asked me,"Nhym kam me imã,		Then the other asked me"
1596,Jãm ne ga tẽ? ane.,"Ba kam kum,	Where did you go? And I answered him.","Jãm ne ga tẽ? ane.	Ba kam kum,	Where did you go? And I answered him."
1597,Kapôt kukritmã ne ba tẽ.,I went to the plateau,Kapôt kukritmã ne ba tẽ.		I went to the plateau
1598,"Onijkam mry kumex, ane. There is a lot of hunting",there,"Onijkam mry kumex, ane. There is a lot of hunting there"
1599,Ã memã ane. So I told,them,Ã memã ane. So I told them
1600,kritte,pet,kritte	pet
1601,Ba katõko pàt bĩ.,I killed the anteater with the shotgun,Ba katõko pàt bĩ.	 I killed the anteater with the shotgun
1602,Ba kôo pàt bĩ.,I killed the anteater with the staff,Ba kôo pàt bĩ.	 I killed the anteater with the staff
1603,Ba kẽno pàt bĩ.,I killed the anteater with the stone,Ba kẽno pàt bĩ.	 I killed the anteater with the stone
1604,Ba kruwo pàt bĩ.,I killed the anteater with the arrow,Ba kruwo pàt bĩ.	 I killed the anteater with the arrow
1605,Ba pĩo pàt bĩ.,I killed the anteater with a piece of wood,Ba pĩo pàt bĩ.	 I killed the anteater with a piece of wood
1606,Onij kapôt kukritmã ne ba tẽ.,I went to the plateau far away.,Onij kapôt kukritmã ne ba tẽ.	 I went to the plateau far away.
1607,Katõk mexjao ne ba pàtja kubĩ.,I killed the anteater with that good shotgun.,Katõk mexjao ne ba pàtja kubĩ.	I killed the anteater with that good shotgun.
1608,Kôkôti kute mry pumũnh mex ne.,Kôkôti knows a lot about the animals.,Kôkôti kute mry pumũnh mex ne.	Kôkôti knows a lot about the animals.
1609,Nãm bàkam ar mrã ne tebê mry 'õnh bĩ.,"When he goes hunting, he kill an animal soon.","Nãm bàkam ar mrã ne tebê mry 'õnh bĩ.	 When he goes hunting, he kill an animal soon."
1610,Djãm mrybit ne Kôkôti kute pumũnh?,Does he only know things about the animals?,Djãm mrybit ne Kôkôti kute pumũnh?	Does he only know things about the animals?
1611,Ari kati!,No way!,Ari kati!	 No way!
1612,Nãm kukônh nhipêx pumũ. He knows how to weave the masks of the,monkeys.,Nãm kukônh nhipêx pumũ. He knows how to weave the masks of the monkeys.
1613,Nãm kute kupip kayr pumũnh,He knows how to weave sleeping mats.,Nãm kute kupip kayr pumũnh	He knows how to weave sleeping mats.
1614,Nãm kute djudjê nhipêx pumũnh.,He knows how to do bows,Nãm kute djudjê nhipêx pumũnh.	He knows how to do bows
1615,Djãm Kôkôti kute mỳjja mar ngrigot! Kôkôti really knows a,lot!,Djãm Kôkôti kute mỳjja mar ngrigot! Kôkôti really knows a lot!
1616,Djãm no punũgot!,He's very smart.,Djãm no punũgot!		He's very smart.
1617,no punũ to be,foolish,no punũ to be foolish
1618,Kôkôti kute pi'ôk no'ôk pumũnh. Kôkôti knows how to,read.,Kôkôti kute pi'ôk no'ôk pumũnh. Kôkôti knows how to read.
1619,Kôkôti kute pi'ôk no'ôk pumũnh. Kôkôti knows how to,write.,Kôkôti kute pi'ôk no'ôk pumũnh. Kôkôti knows how to write.
1620,Kôkôti kute pry pumũnh. Kôkôti knows how the,path.,Kôkôti kute pry pumũnh. Kôkôti knows how the path.
1621,Ba ije pi'ôk no'ôk pumũnh.,I know how to read.,Ba ije pi'ôk no'ôk pumũnh.	I know how to read.
1622,Ba ije pi'ôk no'ôk pumũnh.,I know how to write.,Ba ije pi'ôk no'ôk pumũnh.	I know how to write.
1623,Ga aje pi'ôk no'ôk pumũnh.,You know how to read.,Ga aje pi'ôk no'ôk pumũnh.	You know how to read.
1624,Ga aje pi'ôk no'ôk pumũnh.,You know how to write.,Ga aje pi'ôk no'ôk pumũnh.	You know how to write.
1625,Djãm Kôkôti kute kabẽn? Does Kôkôti know the,speeches?,Djãm Kôkôti kute kabẽn? Does Kôkôti know the speeches?
1626,Djãm Kôkôti kute me ngrer mar? Does Kôkôti know the,chants?,Djãm Kôkôti kute me ngrer mar? Does Kôkôti know the chants?
1627,Djãm Kôkôti kute me kane? Does Kôkôti know how to treat,illnesses?,Djãm Kôkôti kute me kane? Does Kôkôti know how to treat illnesses?
1628,Djãm ga aje me ngrer mar?,Do you know tha chants.,Djãm ga aje me ngrer mar?	 Do you know tha chants.
1629,Arỳm ne djwỳ kangro mõ. The food comes to be,hot.,Arỳm ne djwỳ kangro mõ. The food comes to be hot.
1630,Arỳm ne bày ngrâ mõ.,The corn comes to be dry.,Arỳm ne bày ngrâ mõ.		The corn comes to be dry.
1631,Arỳm ne bày kamrêk mõ.,The corn comes to be red.,Arỳm ne bày kamrêk mõ.	The corn comes to be red.
1632,Arỳm ne bày prêk mõ.,The food comes to be tall.,Arỳm ne bày prêk mõ.		The food comes to be tall.
1633,Arỳm ne kra nhĩpti mõ.,The kid comes to be fat.,Arỳm ne kra nhĩpti mõ.	The kid comes to be fat.
1634,Arỳm ne kra abatành mõ. The kid comes to be,big.,Arỳm ne kra abatành mõ. The kid comes to be big.
1635,Arỳm ne aringro tỳx mô. It becomes a hot,day.,Arỳm ne aringro tỳx mô. It becomes a hot day.
1636,Arỳm ne akati.,It becomes the day.,Arỳm ne akati.	 It becomes the day.
1637,Arỳm ne akamàt.,It becomes the night.,Arỳm ne akamàt.	 It becomes the night.
1638,Gwaj on!,Let's go!,Gwaj on!		Let's go!
1639,Ba inhõ kwỳ krẽn pamã.,"Wait until I finish eating, ok!","Ba inhõ kwỳ krẽn pamã.	Wait until I finish eating, ok!"
1640,Ba ngônh pyror põnh pamã.,"Wait until I finish washing the dishes, ok!","Ba ngônh pyror põnh pamã.		Wait until I finish washing the dishes, ok!"
1641,Ba pi'ôk no'ôk pumũnh pamã.,"Wait until I finish reading it, ok!","Ba pi'ôk no'ôk pumũnh pamã.		Wait until I finish reading it, ok!"
1642,Ba arek dja.,I stand up.,Ba arek dja.		I stand up.
1643,Ba arek nhỹ.,I sit down.,Ba arek nhỹ.		I sit down.
1644,Ba arek nõ.,I lie down.,Ba arek nõ.		I lie down.
1645,Ba arek iku'ê.,I usually stand up.,Ba arek iku'ê.		I usually stand up.
1646,Ba arek krĩ.,I usually sit down.,Ba arek krĩ.		I usually sit down.
1647,Ba arek ikwã.,I usually lie down.,Ba arek ikwã.		I usually lie down.
1648,Arỳm ne tẽ.,He's already gone,Arỳm ne tẽ.		 He's already gone
1649,Arỳm ne ga tẽ.,You've already gone,Arỳm ne ga tẽ.	You've already gone
1650,Arỳm ne gu tẽ. You and me have already,gone,Arỳm ne gu tẽ. You and me have already gone
1651,Arỳm ne ba tẽ. I've already,gone,Arỳm ne ba tẽ. I've already gone
1652,Arỳm ne me mõ.,They've already gone,Arỳm ne me mõ.	They've already gone
1653,Arỳm ne gar mõ.,You've already gone,Arỳm ne gar mõ.	You've already gone
1654,Arỳm ne ga me mõ.,You all have already gone,Arỳm ne ga me mõ.	You all have already gone
1655,Arỳm ne ba me mõ.,We all have already gone,Arỳm ne ba me mõ.	We all have already gone
1656,Arỳm ne gu me mõ.,"You, me and everyone have already gone","Arỳm ne gu me mõ.	You, me and everyone have already gone"
1657,Arỳm ne kikrekam wadjà. He's already entered in the,house.,Arỳm ne kikrekam wadjà. He's already entered in the house.
1658,Arỳmne me kikrekam wangij.,They've already entered in the house.,Arỳmne me kikrekam wangij.	They've already entered in the house.
1659,bê,to the detriment of,bê	to the detriment of
1660,neja,that is,neja		that is
1661,mexkumrẽx,very good,mexkumrẽx	 very good
1662,kêt,truly,kêt truly
1663,Mỳj ne kam kute?,How is it the thing?,Mỳj ne kam kute?		How is it the thing?
1664,Mỳj ne ga ta on?,How do you do such a thing?,Mỳj ne ga ta on?		How do you do such a thing?
1665,Mỳj'ã?,Whose?,Mỳj'ã?	Whose?
1666,Mỳj'ã?,With whom?,Mỳj'ã?	With whom?
1667,Mỳ? What do you,want?,Mỳ? What do you want?
1668,Anhõ ka o nõ.,Lie on your back.,Anhõ ka o nõ.	 Lie on your back.
1669,Atu mỳrbê tỹm ne nõ.,Lie on your stomach.,Atu mỳrbê tỹm ne nõ.		Lie on your stomach.
1670,Ano ngõr.,Close the eyes.,Ano ngõr.	 Close the eyes.
1671,Kum aprĩ gê ngo kêt.,Don't get it wet,Kum aprĩ gê ngo kêt.		Don't get it wet
1672,O djuwamex. Kwarĩk wãnh ngo kêt gê kakrãtyk kêt.,Don't get it dirty.,O djuwamex. Kwarĩk wãnh ngo kêt gê kakrãtyk kêt.		Don't get it dirty.
1673,Akati dja ga akubyn tẽ. Come back,tomorrow.,Akati dja ga akubyn tẽ. Come back tomorrow.
1674,Inhĩarop.,I have a cold.,Inhĩarop.	 I have a cold.
1675,Nã bãm ikuw.,I'm with dysentery.,Nã bãm ikuw.		I'm with dysentery.
1676,Kangã ne inhã.,A snake stung me,Kangã ne inhã.	A snake stung me
1677,djwỳ ngrà,cassava flour,djwỳ ngrà	 cassava flour
1678,gu badjàpênho nhỹ,Let's start our work.,gu badjàpênho nhỹ	 Let's start our work.
